번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명
69,제과점영업,07_22_01_P,3230000,3230000-104-2024-00312,2024-08-23,,01,영업/정상,01,영업,,,,,,31.11,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 지하1층 L-B1002호 (문정동)",05838,엑스엑스커피메이커 가든파이브점,2024-08-26 15:26:06,U,2024-08-28 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
70,제과점영업,07_22_01_P,3230000,3230000-104-2013-00073,2013-05-06,,01,영업/정상,01,영업,,,,,,11.40,138-888,서울특별시 송파구 문정동 634번지 ,"서울특별시 송파구 충민로 66, 지상3층 T-3120호 (문정동, 가든파이브라이프)",05838,구스띠모&더팬,2017-05-19 13:53:32,I,2018-08-31 23:59:59.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
71,제과점영업,07_22_01_P,3230000,3230000-104-2013-00077,2013-05-15,,01,영업/정상,01,영업,,,,,,25.55,138-200,서울특별시 송파구 문정동 115-6번지 지상1층 ,"서울특별시 송파구 새말로19길 20, 지상1층 (문정동)",05800,"얌,맛,떡",2013-05-15 16:37:11,I,2018-08-31 23:59:59.0,기타 휴게음식점,211540.881728046    ,442828.01635952     ,기타 휴게음식점
72,제과점영업,07_22_01_P,3230000,3230000-104-2013-00038,2013-03-12,,01,영업/정상,01,영업,,,,,,1.32,138-962,서울특별시 송파구 문정동 292 가든파이브 툴관 지하1층 B1-05호,"서울특별시 송파구 충민로 10, 지하1층 B1-05호 (문정동, 가든파이브 툴관)",05840,김밥,2024-04-12 10:50:24,U,2024-04-14 02:40:00.0,기타 휴게음식점,210480.282018702    ,441833.16323518     ,기타 휴게음식점
73,제과점영업,07_22_01_P,3230000,3230000-104-2013-00039,2013-03-12,,01,영업/정상,01,영업,,,,,,31.25,138-886,서울특별시 송파구 문정동 292 지하1층 B1-05호 ,"서울특별시 송파구 충민로 10, 지하1층 B1-05호 (문정동)",05840,헬로우스시(초밥),2024-04-12 10:47:16,U,2024-04-14 02:40:00.0,기타 휴게음식점,210480.282018702    ,441833.16323518     ,기타 휴게음식점
74,제과점영업,07_22_01_P,3230000,3230000-104-2011-00136,2011-06-22,,01,영업/정상,01,영업,,,,,031  7172642,31.77,138-962,서울특별시 송파구 문정동 292번지 가든파이브 툴관 E마트내 B1-26 ,"서울특별시 송파구 충민로 10 (문정동, 가든파이브 툴관 E마트내 B1-26 )",05840,베스킨라빈스,2018-04-19 16:12:44,I,2018-08-31 23:59:59.0,패스트푸드,210480.282018702    ,441833.16323518     ,패스트푸드
75,제과점영업,07_22_01_P,3230000,3230000-104-2013-00084,2013-05-20,,01,영업/정상,01,영업,,,,,02  407 0206,15.22,138-885,서울특별시 송파구 문정동 150 훼미리지하상가 지하1층 156호,"서울특별시 송파구 중대로 24, 지하1층 156호 (문정동, 훼미리지하상가)",05834,정민식당,2021-04-08 16:04:42,U,2021-04-10 02:40:00.0,기타 휴게음식점,210045.748264305    ,442930.687284628    ,기타 휴게음식점
76,제과점영업,07_22_01_P,3230000,3230000-104-2011-00263,2011-11-18,,01,영업/정상,01,영업,,,,,,22.36,138-886,서울특별시 송파구 문정동 289번지 가든5윅스 BF1091호,"서울특별시 송파구 충민로 52, BF1091호 (문정동, 가든5윅스)",05839,수소스파,2011-11-18 10:47:49,I,2018-08-31 23:59:59.0,기타 휴게음식점,210780.126180232    ,441730.920486073    ,기타 휴게음식점
77,제과점영업,07_22_01_P,3230000,3230000-104-2011-00267,2011-12-02,,01,영업/정상,01,영업,,,,,,130.86,138-824,"서울특별시 송파구 문정동 19번지 문정푸르지오APT  상가1,21,22 ","서울특별시 송파구 송이로32길 37, 201동 1층 (문정동, 문정푸르지오  상가1호,21호, 22호)",05797,도미노피자 장지점,2017-12-28 15:20:55,I,2018-08-31 23:59:59.0,패스트푸드,211187.996641126    ,442745.671939347    ,패스트푸드
78,제과점영업,07_22_01_P,3230000,3230000-104-2012-00079,2012-04-13,,01,영업/정상,01,영업,,,,,,23.00,138-886,서울특별시 송파구 문정동 289번지 가든파이브웍스동 지하1068호,"서울특별시 송파구 충민로 52, 가든파이브웍스동 지하1층 BF1068호 (문정동)",05839,가바,2017-08-31 10:33:38,I,2018-08-31 23:59:59.0,기타 휴게음식점,210780.126180232    ,441730.920486073    ,기타 휴게음식점
79,제과점영업,07_22_01_P,3230000,3230000-104-2012-00028,2012-03-02,,01,영업/정상,01,영업,,,,,,24.00,138-825,서울특별시 송파구 문정동 42 1층 ,"서울특별시 송파구 동남로4길 6, 1층 (문정동)",05805,덮덮밥 송파문정점,2021-07-21 15:34:49,U,2021-07-23 02:40:00.0,커피숍,210869.035852909    ,443030.255514245    ,커피숍
80,제과점영업,07_22_01_P,3230000,3230000-104-2017-00292,2017-06-27,,01,영업/정상,01,영업,,,,,,15.42,138-888,서울특별시 송파구 문정동 634번지 ,"서울특별시 송파구 충민로 66, 테크노관 10층 T-10015호 (문정동, 가든파이브 라이프 )",05838,매일 봄 카페,2017-06-27 17:16:48,I,2018-08-31 23:59:59.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
81,제과점영업,07_22_01_P,3230000,3230000-104-2018-00260,2018-07-10,,01,영업/정상,01,영업,,,,,,26.97,138-200,서울특별시 송파구 문정동 108번지 ,"서울특별시 송파구 새말로17길 16, 104호 (문정동)",05800,맛나분식,2018-07-10 16:30:03,I,2018-08-31 23:59:59.0,기타 휴게음식점,211476.863672721    ,442721.232457485    ,기타 휴게음식점
82,제과점영업,07_22_01_P,3230000,3230000-104-2017-00007,2017-01-05,,01,영업/정상,01,영업,,,,,,60.00,138-888,서울특별시 송파구 문정동 643-1번지 ,"서울특별시 송파구 법원로 114, C동 119호 (문정동, 일원엠스테이트)",05854,서브웨이 문정역점,2017-01-10 11:23:51,I,2018-08-31 23:59:59.0,패스트푸드,,,패스트푸드
83,제과점영업,07_22_01_P,3230000,3230000-104-2011-00272,2011-12-07,,01,영업/정상,01,영업,,,,,02  64048820,30.00,138-824,서울특별시 송파구 문정동 13-15번지 ,"서울특별시 송파구 문정로5길 19, 1층 102호 (문정동)",05797,사랑이라는 이름을 더하여,2016-12-09 09:34:56,I,2018-08-31 23:59:59.0,커피숍,211247.935823536    ,442908.980669527    ,커피숍
84,제과점영업,07_22_01_P,3230000,3230000-104-2011-00237,2011-10-04,,01,영업/정상,01,영업,,,,,,62.50,138-885,서울특별시 송파구 문정동 150-2번지 롯데마트 송파점 지하2층 ,"서울특별시 송파구 중대로 80, 지하2층 (문정동, 롯데마트 송파점 )",05833,롯데리아 롯데마트 송파점,2013-05-28 09:55:33,I,2018-08-31 23:59:59.0,패스트푸드,210343.699256005    ,443288.284974717    ,패스트푸드
85,제과점영업,07_22_01_P,3230000,3230000-104-2015-00289,2015-11-13,,01,영업/정상,01,영업,,,,,02  400 0256,31.69,138-888,서울특별시 송파구 문정동 622번지 송파한화오벨리스크 E-121호,"서울특별시 송파구 충민로 5, E-121호 (문정동, 송파한화오벨리스크)",05841,포트오브모카 문정점,2015-11-13 17:13:04,I,2018-08-31 23:59:59.0,커피숍,210516.191915095    ,441996.227705236    ,커피숍
86,제과점영업,07_22_01_P,3230000,3230000-104-2016-00214,2016-07-05,,01,영업/정상,01,영업,,,,,,31.80,138-888,서울특별시 송파구 문정동 644 ,"서울특별시 송파구 법원로11길 11, A동 1층 103호 (문정동, 문정현대지식산업센터1-1)",05836,매머드 익스프레스 문정점,2022-08-31 15:29:35,U,2022-09-02 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
87,제과점영업,07_22_01_P,3230000,3230000-104-2014-00027,2014-02-20,,01,영업/정상,01,영업,,,,,02  20264112,9.90,138-885,서울특별시 송파구 문정동 150-2번지 롯데마트 지하2층 ,"서울특별시 송파구 중대로 80, 지하2층 (문정동, 롯데마트)",05833,버블퐁,2014-02-20 15:21:48,I,2018-08-31 23:59:59.0,기타 휴게음식점,210343.699256005    ,443288.284974717    ,기타 휴게음식점
88,제과점영업,07_22_01_P,3230000,3230000-104-2017-00010,2017-01-06,,01,영업/정상,01,영업,,,,,,3.30,138-888,서울특별시 송파구 문정동 618번지 ,"서울특별시 송파구 송파대로 111, 205동 120호 (문정동, 송파대로 하비오타워동)",05837,GS25 송파하비오 1호점,2017-01-06 14:38:38,I,2018-08-31 23:59:59.0,기타 휴게음식점,210868.397496689    ,442053.227933005    ,기타 휴게음식점
89,제과점영업,07_22_01_P,3230000,3230000-104-2017-00189,2017-05-10,,01,영업/정상,01,영업,,,,,02 4493391,186.07,138-888,서울특별시 송파구 문정동 618 ,"서울특별시 송파구 송파대로 111, 하비오타워 법조대로 205동 115,116,118호 (문정동, 파크하비오)",05837,롯데리아 송파하비오점,2023-09-08 15:46:47,U,2023-09-10 02:40:00.0,패스트푸드,210868.397496689    ,442053.227933005    ,패스트푸드
90,제과점영업,07_22_01_P,3230000,3230000-104-2018-00119,2018-04-06,,01,영업/정상,01,영업,,,,,,89.28,138-888,서울특별시 송파구 문정동 618 파크하비오,"서울특별시 송파구 송파대로 111, 205동 117호 (문정동, 파크하비오)",05837,배스킨라빈스 송파하비오,2025-12-05 15:52:30,U,2024-11-02 00:07:00.0,기타 휴게음식점,210868.397496689,442053.227933005,기타 휴게음식점
91,제과점영업,07_22_01_P,3230000,3230000-104-2016-00178,2016-06-08,,01,영업/정상,01,영업,,,,,,47.76,138-888,서울특별시 송파구 문정동 641-4번지 ,"서울특별시 송파구 법원로 127, 1층 123호 (문정동, 문정대명빌리온)",05836,아이엠티,2016-06-08 11:58:35,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
92,제과점영업,07_22_01_P,3230000,3230000-104-2011-00230,2011-09-29,,01,영업/정상,01,영업,,,,,02  404 7821,29.70,138-200,서울특별시 송파구 문정동 118-10번지 지상1층 ,"서울특별시 송파구 송이로37길 9 (문정동,지상1층)",05798,국수와 김밥,2012-06-20 16:41:35,I,2018-08-31 23:59:59.0,기타 휴게음식점,211790.100979127    ,442782.406092936    ,기타 휴게음식점
93,제과점영업,07_22_01_P,3230000,3230000-104-2014-00020,2014-02-12,,01,영업/정상,01,영업,,,,,02  21572234,165.91,138-960,"서울특별시 송파구 문정동 634번지 가든파이브라이프 지하1층 TB1070,1071호 ","서울특별시 송파구 충민로 66, 지하1층 TB1070,1071호 (문정동, 가든파이브라이프)",05838,시드누아 가든파이브점,2014-02-12 11:42:21,I,2018-08-31 23:59:59.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
94,제과점영업,07_22_01_P,3230000,3230000-104-2016-00186,2016-06-16,,01,영업/정상,01,영업,,,,,,35.00,138-888,서울특별시 송파구 문정동 644 ,"서울특별시 송파구 법원로11길 11, A동 125호 (문정동, 문정현대지식산업센터 1-1)",05836,빽다방 문정법조 현대점,2021-12-09 09:43:12,U,2021-12-11 02:40:00.0,다방,,,다방
95,제과점영업,07_22_01_P,3230000,3230000-104-2016-00127,2016-04-22,,01,영업/정상,01,영업,,,,,,31.43,138-200,서울특별시 송파구 문정동 78-14번지 ,"서울특별시 송파구 새말로10길 14-1, 1층 101호 (문정동)",05810,cafe 그루,2016-04-22 16:43:29,I,2018-08-31 23:59:59.0,기타 휴게음식점,211196.545303742    ,442157.889659401    ,기타 휴게음식점
96,제과점영업,07_22_01_P,3230000,3230000-104-2014-00024,2014-02-17,,01,영업/정상,01,영업,,,,,,85.85,138-826,서울특별시 송파구 문정동 53-1 지상1층 ,"서울특별시 송파구 동남로2길 16-1, 지상1층 (문정동)",05805,Thursday coffee(목요일커피),2024-12-13 10:40:00,U,2024-12-15 02:40:00.0,커피숍,210776.707184428    ,442850.940618832    ,커피숍
97,제과점영업,07_22_01_P,3230000,3230000-104-2017-00350,2017-08-14,,01,영업/정상,01,영업,,,,,,37.20,138-888,서울특별시 송파구 문정동 642번지 ,"서울특별시 송파구 송파대로 201, A동 1층 130호 (문정동, 송파테라타워2)",05854,명랑시대 쌀 핫도그 문정점,2017-08-14 15:20:49,I,2018-08-31 23:59:59.0,패스트푸드,,,패스트푸드
98,제과점영업,07_22_01_P,3230000,3230000-104-2017-00282,2017-06-21,,01,영업/정상,01,영업,,,,,,37.00,138-888,서울특별시 송파구 문정동 642 ,"서울특별시 송파구 송파대로 201, A동 132호 (문정동, 송파테라타워2)",05854,메가커피,2021-06-03 16:11:33,U,2021-06-05 02:40:00.0,커피숍,,,커피숍
99,제과점영업,07_22_01_P,3230000,3230000-104-2017-00310,2017-07-10,,01,영업/정상,01,영업,,,,,,11.00,138-885,서울특별시 송파구 문정동 150-22번지 ,"서울특별시 송파구 중대로 60, 지하1층 (문정동)",05833,J-TOP(제이탑),2017-07-10 14:42:40,I,2018-08-31 23:59:59.0,기타 휴게음식점,210150.805235348    ,443247.290903204    ,기타 휴게음식점
100,제과점영업,07_22_01_P,3230000,3230000-104-2013-00110,2013-07-16,,01,영업/정상,01,영업,,,,,02 448 3232,155.03,138-824,서울특별시 송파구 문정동 4-7 명로빌딩 지상1층 ,"서울특별시 송파구 동남로 134, 지상1층 (문정동, 명로빌딩)",05796,롯데리아 문정로데오점,2020-11-05 15:22:09,U,2020-11-07 02:40:00.0,패스트푸드,211063.634962259    ,443209.06668119     ,패스트푸드
101,제과점영업,07_22_01_P,3230000,3230000-104-1993-01171,1993-09-01,,01,영업/정상,01,영업,,,,,02 4482116,5.25,138-885,서울특별시 송파구 문정동 150 ,서울특별시 송파구 중대로 24 (문정동),05834,세븐일레븐훼미리점,2024-02-08 15:51:46,U,2024-02-11 02:40:00.0,편의점,210045.748264305    ,442930.687284628    ,편의점
102,제과점영업,07_22_01_P,3230000,3230000-104-2016-00284,2016-09-20,,01,영업/정상,01,영업,,,,,02  409 4282,3.30,138-200,서울특별시 송파구 문정동 100-6번지 ,"서울특별시 송파구 새말로 153, 1층 (문정동)",05802,cu문정파인타운점,2016-09-20 12:22:26,I,2018-08-31 23:59:59.0,기타 휴게음식점,211458.63166766     ,442499.919987256    ,기타 휴게음식점
103,제과점영업,07_22_01_P,3230000,3230000-104-2016-00117,2016-04-15,,01,영업/정상,01,영업,,,,,,30.87,138-888,서울특별시 송파구 문정동 651-4 ,"서울특별시 송파구 법원로8길 7, 103호 (문정동)",05855,델커피,2021-06-07 17:04:37,U,2021-06-09 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
104,제과점영업,07_22_01_P,3230000,3230000-104-2015-00272,2015-10-26,,01,영업/정상,01,영업,,,,,,51.97,138-888,서울특별시 송파구 문정동 651번지 문정역테라타워 ,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 A140호 (문정동)",05855,카페 토스카나,2019-11-01 10:30:24,U,2019-11-03 02:40:00.0,커피숍,,,커피숍
105,제과점영업,07_22_01_P,3230000,3230000-104-2012-00163,2012-07-18,,01,영업/정상,01,영업,,,,,,13.31,138-200,서울특별시 송파구 문정동 137번지 지상2층 ,"서울특별시 송파구 송이로31길 26, 지상2층 (문정동)",05793,마루PC방,2013-05-16 15:06:01,I,2018-08-31 23:59:59.0,기타 휴게음식점,211739.146726617    ,443066.151039846    ,기타 휴게음식점
106,제과점영업,07_22_01_P,3230000,3230000-104-2018-00123,2018-04-10,,01,영업/정상,01,영업,,,,,02  32848129,3.30,138-888,서울특별시 송파구 문정동 652-2 문정 오벨리스크 ,"서울특별시 송파구 송파대로 145, 문정 오벨리스크 지상1층 107호 (문정동)",05855,세븐일레븐 문정오벨리스크점,2024-02-08 17:09:37,U,2024-02-11 02:40:00.0,편의점,,,편의점
107,제과점영업,07_22_01_P,3230000,3230000-104-2018-00124,2018-04-10,,01,영업/정상,01,영업,,,,,,3.30,138-888,서울특별시 송파구 문정동 652번지 송파법조타운푸르지오 ,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오 1층 102호 (문정동)",05855,이마트24 문정푸르지오점,2020-05-15 13:53:36,U,2020-05-17 02:40:00.0,편의점,,,편의점
108,제과점영업,07_22_01_P,3230000,3230000-104-2011-00108,2011-05-16,,01,영업/정상,01,영업,,,,,,11.51,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 지상5층 F-5052호 ,"서울특별시 송파구 충민로 66, F-5052호 (문정동, 가든파이브라이프)",05838,아이크스커피(Ikes coffee) 가든파이브점,2021-01-06 09:29:08,U,2021-01-08 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
109,제과점영업,07_22_01_P,3230000,3230000-104-2017-00060,2017-02-23,,01,영업/정상,01,영업,,,,,,9.90,138-888,서울특별시 송파구 문정동 618 파크하비오 ,"서울특별시 송파구 송파대로 111, 광장로202동 103호 (문정동, 파크하비오)",05837,GS25 송파하비오2호점,2023-08-01 17:05:16,U,2023-08-03 02:40:00.0,기타 휴게음식점,210868.397496689    ,442053.227933005    ,기타 휴게음식점
110,제과점영업,07_22_01_P,3230000,3230000-104-2017-00063,2017-02-23,,01,영업/정상,01,영업,,,,,,79.00,138-888,서울특별시 송파구 문정동 650번지 ,"서울특별시 송파구 법원로 101, 1층 118호 (문정동, 서울동부지방법원)",05856,동그라미 카페,2017-02-23 17:10:41,I,2018-08-31 23:59:59.0,기타 휴게음식점,210512.374191828    ,442371.025037035    ,기타 휴게음식점
111,제과점영업,07_22_01_P,3230000,3230000-104-2016-00105,2016-04-06,,01,영업/정상,01,영업,,,,,,33.62,138-888,서울특별시 송파구 문정동 644-2번지 ,"서울특별시 송파구 법원로11길 7, C동 1층 106호 (문정동, 문정현대지식산업센터1-2)",05836,삼두 커피,2019-03-29 09:22:31,U,2019-03-31 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
112,제과점영업,07_22_01_P,3230000,3230000-104-2017-00022,2017-01-20,,01,영업/정상,01,영업,,,,,,82.64,138-200,서울특별시 송파구 문정동 75 ,"서울특별시 송파구 충민로 81-4, 1층 (문정동)",05817,굿브랜치 카페,2023-03-03 12:15:55,U,2023-03-05 02:40:00.0,커피숍,211123.868038245    ,441972.468377674    ,커피숍
113,제과점영업,07_22_01_P,3230000,3230000-104-2014-00181,2014-08-22,,01,영업/정상,01,영업,,,,,02  409 1571,3.30,138-200,서울특별시 송파구 문정동 118-10번지 지상1층 ,"서울특별시 송파구 송이로37길 9, 1층 (문정동)",05798,GS25 문정공원점,2014-08-22 17:41:10,I,2018-08-31 23:59:59.0,기타 휴게음식점,211790.100979127    ,442782.406092936    ,기타 휴게음식점
114,제과점영업,07_22_01_P,3230000,3230000-104-2019-00244,2019-06-28,,01,영업/정상,01,영업,,,,,,34.24,138-960,서울특별시 송파구 문정동 634번지 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 리빙관 6층 L-6082호,L-6083호 (문정동)",05838,엠에프(M.F),2019-06-28 11:41:13,I,2019-06-30 02:21:24.0,기타 휴게음식점,210986.460698452    ,441725.293491662    ,기타 휴게음식점
115,제과점영업,07_22_01_P,3230000,3230000-104-2018-00265,2018-07-17,,01,영업/정상,01,영업,,,,,,20.39,138-888,서울특별시 송파구 문정동 651-8번지 NH송파농협 ,"서울특별시 송파구 송파대로 155, NH송파농협 지하1층 (문정동)",05855,마미갸또,2018-07-17 13:46:17,I,2018-08-31 23:59:59.0,기타 휴게음식점,,,기타 휴게음식점
116,제과점영업,07_22_01_P,3230000,3230000-104-2017-00193,2017-05-11,,01,영업/정상,01,영업,,,,,,36.40,138-888,서울특별시 송파구 문정동 634 ,"서울특별시 송파구 충민로 66, 2층 (문정동, 가든파이브 테크노관)",05838,생각이나서,2020-07-22 09:44:10,U,2020-07-24 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
117,제과점영업,07_22_01_P,3230000,3230000-104-2017-00068,2017-02-28,,01,영업/정상,01,영업,,,,,,11.00,138-885,서울특별시 송파구 문정동 150 ,"서울특별시 송파구 중대로 24, B139호 (문정동, 훼미리상가)",05834,진가네 밥집,2023-07-03 09:56:37,U,2023-07-05 02:40:00.0,기타 휴게음식점,210045.748264305    ,442930.687284628    ,기타 휴게음식점
118,제과점영업,07_22_01_P,3230000,3230000-104-2016-00365,2016-12-12,,01,영업/정상,01,영업,,,,,02  328 4819,6.60,138-888,서울특별시 송파구 문정동 618 ,"서울특별시 송파구 송파대로 111, 201동 1층 101,102호 (문정동, 하비오길 공원로)",05837,세븐일레븐 문정하비오1호점,2024-02-08 16:12:09,U,2024-02-11 02:40:00.0,편의점,210868.397496689    ,442053.227933005    ,편의점
119,제과점영업,07_22_01_P,3230000,3230000-104-2016-00366,2016-12-12,,01,영업/정상,01,영업,,,,,02  328 4819,6.60,138-888,서울특별시 송파구 문정동 618 ,"서울특별시 송파구 송파대로 111, 110동 1층 113,114호 (문정동, 하비오 중앙로)",05837,세븐일레븐 문정하비오2호점,2024-02-08 14:05:22,U,2024-02-11 02:40:00.0,편의점,210868.397496689    ,442053.227933005    ,편의점
120,제과점영업,07_22_01_P,3230000,3230000-104-2022-00021,2022-02-07,,01,영업/정상,01,영업,,,,,,50.56,138-888,서울특별시 송파구 문정동 643-1 엠스테이트 ,"서울특별시 송파구 법원로 114, 엠스테이트 E동 지하1층 B-165호 (문정동)",05854,빽다방 문정역점,2022-02-07 11:13:39,I,2022-02-09 00:22:39.0,커피숍,,,커피숍
121,제과점영업,07_22_01_P,3230000,3230000-104-2022-00073,2022-03-29,,01,영업/정상,01,영업,,,,,,3.30,138-961,서울특별시 송파구 문정동 632 가든파이브웍스 ,"서울특별시 송파구 충민로 52, 가든파이브웍스 지하1층 BF1063호 (문정동)",05839,씨유 송파웍스점,2023-09-08 13:32:31,U,2023-09-10 02:40:00.0,편의점,210780.126180232    ,441730.920486073    ,편의점
122,제과점영업,07_22_01_P,3230000,3230000-104-2022-00023,2022-02-08,,01,영업/정상,01,영업,,,,,031 80252211,3.30,138-885,서울특별시 송파구 문정동 150 올림픽훼밀리타운 ,"서울특별시 송파구 중대로 24, 상가1동 102호 (문정동, 올림픽훼밀리타운)",05834,보리원 훼밀리타운점,2023-06-01 17:09:51,U,2023-06-03 02:40:00.0,기타 휴게음식점,210045.748264305    ,442930.687284628    ,기타 휴게음식점
123,제과점영업,07_22_01_P,3230000,3230000-104-2022-00028,2022-02-15,,01,영업/정상,01,영업,,,,,,46.36,138-888,서울특별시 송파구 문정동 643-1 엠스테이트 ,"서울특별시 송파구 법원로 114, 엠스테이트 E동 B175호 (문정동)",05854,김밥천국,2022-02-15 11:47:51,I,2022-02-17 00:22:55.0,일반조리판매,,,일반조리판매
124,제과점영업,07_22_01_P,3230000,3230000-104-2022-00035,2022-02-22,,01,영업/정상,01,영업,,,,,,67.00,138-200,서울특별시 송파구 문정동 82-5 ,"서울특별시 송파구 새말로 134, 1층 101,102호 (문정동)",05810,메가엠지씨커피 문정중앙점,2023-10-04 14:01:12,U,2023-10-06 02:40:00.0,커피숍,211325.20850224     ,442314.5892384      ,커피숍
125,제과점영업,07_22_01_P,3230000,3230000-104-2019-00427,2019-11-15,,01,영업/정상,01,영업,,,,,,32.47,138-888,서울특별시 송파구 문정동 652-5번지 문정아이파크 ,"서울특별시 송파구 법원로4길 6, 문정아이파크 1층 111호 (문정동)",05855,행운 커피,2019-11-15 14:55:40,I,2019-11-17 00:23:16.0,커피숍,,,커피숍
126,제과점영업,07_22_01_P,3230000,3230000-104-2019-00422,2019-11-12,,01,영업/정상,01,영업,,,,,,25.00,138-825,서울특별시 송파구 문정동 29-28번지 ,"서울특별시 송파구 동남로4길 7-1, 2층 (문정동)",05804,놀숲 문정로데오점,2019-11-14 12:09:56,U,2019-11-16 02:40:00.0,일반조리판매,210906.338778484    ,443034.127133334    ,일반조리판매
127,제과점영업,07_22_01_P,3230000,3230000-104-2019-00395,2019-10-16,,01,영업/정상,01,영업,,,,,02  400 1624,282.90,138-825,서울특별시 송파구 문정동 41-5 ,"서울특별시 송파구 동남로4길 10, 1층(일부), 2층 (일부)호 (문정동)",05805,쿠카쿠 문정로데오점,2021-09-07 11:18:42,U,2021-09-09 02:40:00.0,커피숍,210888.077948907    ,443002.39456602     ,커피숍
128,제과점영업,07_22_01_P,3230000,3230000-104-2024-00197,2024-06-07,,01,영업/정상,01,영업,,,,,,41.00,138-888,서울특별시 송파구 문정동 641-11 한양타워 ,"서울특별시 송파구 법원로11길 12, 한양타워 2층 (문정동)",05836,(주)에스피씨지에프에스 쿠팡한양타워 카페테리아,2024-06-07 09:58:55,I,2024-06-09 00:14:18.0,커피숍,,,커피숍
129,제과점영업,07_22_01_P,3230000,3230000-104-2024-00189,2024-06-03,,01,영업/정상,01,영업,,,,,,6.60,138-888,서울특별시 송파구 문정동 624 송파 아이파크 ,"서울특별시 송파구 법원로 55, 송파 아이파크 E존 1층 201호 (문정동)",05841,씨유 송파아이파크점,2024-06-03 15:30:35,I,2024-06-05 00:14:21.0,편의점,210698.849969654    ,441971.271264751    ,편의점
130,제과점영업,07_22_01_P,3230000,3230000-104-2024-00275,2024-07-31,,01,영업/정상,01,영업,,,,,02  22228199,151.30,138-888,서울특별시 송파구 문정동 640-11 혜화복합시설 ,"서울특별시 송파구 법원로11길 32, 혜화복합시설 1층 (문정동)",05836,이디야커피 서울한방병원점,2024-07-31 14:43:28,I,2024-08-02 00:13:32.0,커피숍,,,커피숍
131,제과점영업,07_22_01_P,3230000,3230000-104-2024-00270,2024-07-29,,01,영업/정상,01,영업,,,,,,23.93,138-824,서울특별시 송파구 문정동 6-15 ,"서울특별시 송파구 송이로28길 6, 1층 102호 (문정동)",05796,커피블루밍,2024-07-29 10:20:01,I,2024-07-31 00:13:58.0,커피숍,211139.669112592    ,443144.306805704    ,커피숍
132,제과점영업,07_22_01_P,3230000,3230000-104-2024-00255,2024-07-17,,01,영업/정상,01,영업,,,,,,3.30,138-824,서울특별시 송파구 문정동 20-14 대지빌딩 ,"서울특별시 송파구 동남로8길 30-25, 대지빌딩 1층 (문정동)",05803,지에스25 문정대지점,2024-07-17 10:32:52,I,2024-07-19 00:13:45.0,편의점,211151.959247417    ,442835.764031604    ,편의점
133,제과점영업,07_22_01_P,3230000,3230000-104-2023-00237,2023-06-08,,01,영업/정상,01,영업,,,,,,40.34,138-888,서울특별시 송파구 문정동 642-3 문정역SKV1 ,"서울특별시 송파구 법원로 128, 문정역SKV1 지하1층 BG116호 (문정동)",05854,문정약수터,2024-10-10 10:07:13,U,2024-10-12 02:40:00.0,커피숍,,,커피숍
134,제과점영업,07_22_01_P,3230000,3230000-104-2023-00240,2023-06-08,,01,영업/정상,01,영업,,,,,,88.55,138-823,서울특별시 송파구 문정동 2-5 장애인협회 ,"서울특별시 송파구 문정로 170, 장애인협회 1층 (문정동)",05781,장애인쉼터,2023-06-08 16:05:41,I,2023-06-10 00:19:49.0,커피숍,211843.988605911    ,443229.029400066    ,커피숍
135,제과점영업,07_22_01_P,3230000,3230000-104-2024-00222,2024-06-19,,01,영업/정상,01,영업,,,,,,20.00,138-885,서울특별시 송파구 문정동 150-2 문정프라자 ,"서울특별시 송파구 중대로 80, 롯데마트 송파점 2층(푸드코트) (문정동)",05833,미술로 주식회사,2024-06-19 15:27:58,I,2024-06-21 00:14:08.0,커피숍,210343.699256005    ,443288.284974717    ,커피숍
